Number,District ID,District,Response Rate,Item,Old Item,Topic,Full Question,Prompt,See Column,Selected,Strongly Disagree,Disagree,Agree,Strongly Agree,The material I use is below grade-level material.,The material I use is on grade-level material.,The material I use is above grade-level material.,I am not sure.,Strongly Disagree,Disagree,Agree,Strongly Agree,Not Applicable,Never,Rarely,Sometimes,Frequently,Not at all,Less than once a week,Once a week,2-3 times a week,Almost every day,5 percent or less,6 percent to 10 percent,11 percent to 15 percent,16 percent to 25 percent,More than 25 percent,Less than 2 hours,2 to 4 hours,4 to 6 hours,6 to 10 hours,More than 10 hours,Less than 30 minutes a day,"30 minutes or more, less than 45 minutes a day","45 minutes or more, less than 48 minutes a day","48 minutes or more, less than 60 minutes a day",60 minutes or more a day,Focused more on improving my teaching than judging my performance.,Focused more on judging my performance than improving my teaching.,Equally focused on improving my teaching and judging my performance.,,,,,,,,,,,,,,,,
1,20,Bedford County,88%,TC_01a,TC_01a,School Climate,Please indicate the extent to which you agree or disagree with the following statements regarding your school.,There is an atmosphere of trust and mutual respect within this school.,L,  , 2% [0%] , 12% [0%] , 46% [-5%] , 40% [+4%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
2,20,Bedford County,88%,TC_01c,TC_01c,School Climate,Please indicate the extent to which you agree or disagree with the following statements regarding your school.,I am generally satisfied with being a teacher in this school.,L,  , 2% [0%] , 6% [-3%] , 46% [0%] , 45% [+2%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
3,20,Bedford County,88%,TC_01d,TC_01d,School Climate,Please indicate the extent to which you agree or disagree with the following statements regarding your school.,I would recommend this school to parents seeking a place for their child.,L,  , 4% [0%] , 12% [0%] , 42% [-2%] , 42% [+3%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
4,20,Bedford County,88%,TC_01e,TC_01e,School Climate,Please indicate the extent to which you agree or disagree with the following statements regarding your school.,Our school staff is a learning community in which ideas and suggestions for improvement are encouraged.,L,  , 1% [-1%] , 8% [-7%] , 49% [+4%] , 41% [+3%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
5,20,Bedford County,88%,TC_04b,TC_04b,School Climate,Please indicate the extent to which you agree or disagree with the following statements regarding school safety.,Students treat adults with respect at this school.,L,  , 10% [-3%] , 23% [+1%] , 48% [+2%] , 18% [-1%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
6,20,Bedford County,88%,TC_04c,TC_04c,School Climate,Please indicate the extent to which you agree or disagree with the following statements regarding school safety.,Students in my school are safe from bullying.,L,  , 4% [-2%] , 23% [-3%] , 53% [+2%] , 19% [+1%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
7,20,Bedford County,88%,TC_01b,TC_01b,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements regarding your school.,Teachers are encouraged to participate in school leadership roles.,L,  , 2% [0%] , 9% [-5%] , 49% [0%] , 40% [+5%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
8,20,Bedford County,88%,TC_02a,TC_02a,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements regarding school leadership in your school.,School leadership communicates a clear vision for this school.,L,  , 4% [+1%] , 12% [-5%] , 41% [+1%] , 43% [+3%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
9,20,Bedford County,88%,TC_02b,TC_02b,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements regarding school leadership in your school.,The staff feels comfortable raising issues and concerns that are important to them with school leaders.,L,  , 5% [+2%] , 10% [-6%] , 39% [-3%] , 46% [+7%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
10,20,Bedford County,88%,TC_02c,TC_02c,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements regarding school leadership in your school.,I like the way things are run at this school.,L,  , 5% [-1%] , 16% [-4%] , 39% [-5%] , 39% [+9%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
11,20,Bedford County,88%,TC_03a,TC_03a,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements about your school’s leader(s).,My school’s leader regularly models effective instruction.,L,  , 5% [0%] , 23% [-3%] , 40% [-4%] , 32% [+7%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
12,20,Bedford County,88%,TC_03b,TC_03b,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements about your school’s leader(s).,My school’s leader regularly gives feedback on my instruction.,L,  , 6% [+3%] , 12% [-3%] , 48% [-4%] , 34% [+4%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
13,20,Bedford County,88%,TC_03c,TC_03c,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements about your school’s leader(s).,My school’s leader knows my instructional strengths and areas of growth.,L,  , 5% [+3%] , 8% [-2%] , 46% [-5%] , 41% [+4%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
14,20,Bedford County,88%,TC_03d,TC_03d,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements about your school’s leader(s).,My school’s leader is knowledgeable about the curricula being used.,L,  , 4% [+1%] , 9% [-4%] , 46% [-4%] , 40% [+7%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
15,20,Bedford County,88%,TC_03e,TC_03e,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements about your school’s leader(s).,My school’s leader is knowledgeable about the non-academic needs of my students.,L,  , 4% [+1%] , 8% [-3%] , 41% [-7%] , 47% [+9%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
16,20,Bedford County,88%,TC_04a,TC_04a,Perceptions of Leadership,Please indicate the extent to which you agree or disagree with the following statements regarding school safety.,School leadership effectively handles student discipline and behavioral problems.,L,  , 10% [-5%] , 17% [-6%] , 45% [+7%] , 29% [+6%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
17,20,Bedford County,88%,TC_05a,,Collective Responsibility,Please indicate the extent to which you agree or disagree with the following statements regarding the teachers at your school.,Teachers at my school feel responsible for student success.,L,  , 1% , 4% , 52% , 43% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
18,20,Bedford County,88%,TC_05b,TC_05b,Collective Responsibility,Please indicate the extent to which you agree or disagree with the following statements regarding the teachers at your school.,Teachers at my school feel responsible to help each other do their best.,L,  , 1% [-1%] , 11% [+2%] , 49% [-6%] , 39% [+5%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
19,20,Bedford County,88%,TC_05c,TC_05c,Collective Responsibility,Please indicate the extent to which you agree or disagree with the following statements regarding the teachers at your school.,"Teachers at my school help maintain discipline in the entire school, not just their classroom.",L,  , 5% [0%] , 15% [-7%] , 51% [+2%] , 29% [+4%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
20,20,Bedford County,88%,TC_05d,TC_05d,Collective Responsibility,Please indicate the extent to which you agree or disagree with the following statements regarding the teachers at your school.,Teachers at my school take responsibility for improving their school.,L,  , 2% [0%] , 10% [-3%] , 53% [-3%] , 34% [+5%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
21,20,Bedford County,88%,TC_06b,TC_06b,Resources and Time Use,Please indicate the extent to which you agree or disagree with the following statements regarding your planning time this school year.,My individual planning time is sufficient.,L,  , 13% [-5%] , 22% [-7%] , 45% [+5%] , 20% [+8%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
22,20,Bedford County,88%,TC_06c,TC_06c,Resources and Time Use,Please indicate the extent to which you agree or disagree with the following statements regarding your planning time this school year.,My collaborative planning time is sufficient.,L,  , 11% [-3%] , 18% [-12%] , 49% [+7%] , 21% [+7%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
23,20,Bedford County,88%,TC_13a,TC_13a,Resources and Time Use,To what extent do you agree or disagree that your district provides you with the curricular materials necessary to be successful in meeting the needs of the following groups of students?,Students with mild or moderate disabilities,T,  ,  ,  ,  ,  ,  ,  ,  ,  , 8% [+1%] , 23% [-3%] , 52% [0%] , 11% [0%] , 6% [+3%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
24,20,Bedford County,88%,TC_13b,TC_13b,Resources and Time Use,To what extent do you agree or disagree that your district provides you with the curricular materials necessary to be successful in meeting the needs of the following groups of students?,Students with severe disabilities,T,  ,  ,  ,  ,  ,  ,  ,  ,  , 15% [-3%] , 23% [-11%] , 35% [+6%] , 7% [+1%] , 20% [+6%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
25,20,Bedford County,88%,TC_13c,TC_13c,Resources and Time Use,To what extent do you agree or disagree that your district provides you with the curricular materials necessary to be successful in meeting the needs of the following groups of students?,English language learners,T,  ,  ,  ,  ,  ,  ,  ,  ,  , 8% [0%] , 20% [-6%] , 52% [+4%] , 15% [0%] , 5% [+1%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
26,20,Bedford County,88%,TC_13d,,Resources and Time Use,To what extent do you agree or disagree that your district provides you with the curricular materials necessary to be successful in meeting the needs of the following groups of students?,All of your students,T,  ,  ,  ,  ,  ,  ,  ,  ,  , 4% , 17% , 57% , 21% , 1% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
27,20,Bedford County,88%,TC_07a,,Parental Engagement,Please indicate the extent to which you agree or disagree with each of the following statements regarding teacher/parent relations at your school.,I regularly communicate with parents about how they can help their children learn.,L,  , 1% , 19% , 54% , 27% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
28,20,Bedford County,88%,TC_07b,TC_08b,Parental Engagement,Please indicate the extent to which you agree or disagree with each of the following statements regarding teacher/parent relations at your school.,I feel supported by the parents of my students.,L,  , 7% [-4%] , 23% [-2%] , 54% [+3%] , 15% [+2%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
29,20,Bedford County,88%,TC_07c,TC_08c,Parental Engagement,Please indicate the extent to which you agree or disagree with each of the following statements regarding teacher/parent relations at your school.,"This school offers an array of opportunities for families to participate in school planning, leadership, and volunteering.",L,  , 4% [-1%] , 23% [-4%] , 45% [-2%] , 27% [+6%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
30,20,Bedford County,88%,TC_08,TC_09,Support,"In a typical week, what percentage of instructional time do you spend managing student behavioral and disciplinary issues?",,AH,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 28% [-5%] , 27% [+1%] , 15% [0%] , 14% [+2%] , 16% [+2%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
31,20,Bedford County,88%,TC_09a,TC_10a,Support,Please indicate the frequency with which the following instructional improvement statements have applied to you during this school year.,My professional learning has been closely aligned to the instructional materials that have been adopted by my district.,Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 2% [0%] , 12% [0%] , 41% [0%] , 44% [0%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
32,20,Bedford County,88%,TC_09b,TC_10b,Support,Please indicate the frequency with which the following instructional improvement statements have applied to you during this school year.,The professional learning I have received has led to improvements in my teaching.,Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 1% [-3%] , 16% [+2%] , 49% [-1%] , 34% [+2%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
33,20,Bedford County,88%,TC_10,TC_11,Policies and Practices,"On average, how many hours per week do you spend creating or sourcing materials to use for classroom instruction including planning time during and outside of school hours?",,AM,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 16% [-2%] , 27% [-4%] , 26% [+1%] , 18% [+2%] , 13% [+3%] ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
34,20,Bedford County,88%,TC_11,TC_12,Policies and Practices,How many total minutes of planning time are you SCHEDULED to receive over the course of a typical week?,,AR,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 15% [+2%] , 28% [-11%] , 32% [-6%] , 13% [+6%] , 12% [+9%] ,  ,  ,  ,,,,,,,,,,,,,,,,
35,20,Bedford County,88%,TC_06a,TC_06a,Miscellaneous,Please indicate the extent to which you agree or disagree with the following statements regarding your planning time this school year.,Teachers in my school are allowed to focus on teaching students with minimal interruptions.,L,  , 8% [-1%] , 22% [+2%] , 44% [-5%] , 26% [+4%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
36,20,Bedford County,88%,TC_09c,TC_10c,Miscellaneous,Please indicate the frequency with which the following instructional improvement statements have applied to you during this school year.,I have received specific professional learning suggestions that are tailored to my needs.,Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 6% [-1%] , 24% [+1%] , 45% [-1%] , 25% [+1%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
37,20,Bedford County,88%,TC_09d,TC_10d,Miscellaneous,Please indicate the frequency with which the following instructional improvement statements have applied to you during this school year.,My professional learning experiences this year have been closely aligned to the feedback I received on my evaluation.,Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 9% [0%] , 23% [+1%] , 41% [-4%] , 27% [+2%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
38,20,Bedford County,88%,TC_12a,,Miscellaneous,How often did you use digital tools for each of the instructional purposes this school year (2022-23)?,Delivering instruction directly to students,AC,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3% , 4% , 6% , 16% , 71% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
39,20,Bedford County,88%,TC_12b,,Miscellaneous,How often did you use digital tools for each of the instructional purposes this school year (2022-23)?,Tailoring the learning experience to meet individual student needs,AC,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 3% , 7% , 10% , 23% , 58% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
40,20,Bedford County,88%,TC_12c,,Miscellaneous,How often did you use digital tools for each of the instructional purposes this school year (2022-23)?,Content-based learning acceleration,AC,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 5% , 8% , 13% , 31% , 42% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
41,20,Bedford County,88%,TC_12d,,Miscellaneous,How often did you use digital tools for each of the instructional purposes this school year (2022-23)?,Supporting student collaboration,AC,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 7% , 12% , 13% , 26% , 42% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
42,20,Bedford County,88%,TC_14a,,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,Difficultly scaffolding instruction and providing access points,K, 40% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
43,20,Bedford County,88%,TC_14b,,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,"Lack of assistive technology to serve varying needs (e.g., iPad, wiggle chair)",K, 19% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
44,20,Bedford County,88%,TC_14c,,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,Providing access to daily instruction,K, 19% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
45,20,Bedford County,88%,TC_14d,,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,Lack of training in instructional strategies for students w/ learning challenges,K, 36% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
46,20,Bedford County,88%,TC_14e,TC_14e,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,Additional meetings,K, 31% [+9%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
47,20,Bedford County,88%,TC_14f,TC_14f,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,The additional planning time it requires,K, 49% [+2%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
48,20,Bedford County,88%,TC_14g,TC_14g,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,"How to support students’ behavioral success (i.e., implementing a behavior plan)",K, 43% [+8%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
49,20,Bedford County,88%,TC_14h,TC_14h,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,Disruptions to the classroom environment and flow of teaching,K, 65% [+7%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
50,20,Bedford County,88%,TC_14i,,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,Requiring additional support from administration,K, 16% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
51,20,Bedford County,88%,TC_14j,TC_14j,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,Lack of support personnel,K, 45% [+9%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
52,20,Bedford County,88%,TC_14k,TC_14k,Miscellaneous,Which of the following challenges have you experienced with supporting students with disabilities?,Other,K, 5% [-1%] ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
53,20,Bedford County,88%,TC_17,TC_17,Miscellaneous,"During the current school year, feedback that I received from my evaluator was…",,AW,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 66% [+5%] , 8% [+3%] , 27% [-7%] ,,,,,,,,,,,,,,,,
54,20,Bedford County,88%,TC_18,,Miscellaneous,Think about the typical Tier 1 instruction that you provide related to addressing learning loss. Which of the following options best represent the level of the material that you use during Tier 1 instruction?,,P,  ,  ,  ,  ,  , 9% , 70% , 12% , 9% ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,,,,,,,,,,,,,,,,
